


联通电信新加坡,#genre#
beIN Sports 2(B),mitv://generationnexxxt.com:19806/54acc624548a4ac1be80ee2ae0ad2f03
BBC World News(B),mitv://generationnexxxt.com:19806/323c575f4f694f739cd9f7a945075cef
TV9(B),mitv://generationnexxxt.com:19806/f3302a1f09b24a71ac71ba6c01fa993e
TV3(B),mitv://generationnexxxt.com:19806/af9c201f3aea41e99078e10a6240fcd4
tvN Movies (B),mitv://generationnexxxt.com:19806/562aa415c1594f8690597144cf976250


全网电影轮播,#genre#
喜剧电影,http://159.75.85.63:35455/douyu/9292492
喜剧电影,http://43.138.170.29:35455/douyu/9292492
译制国语,http://159.75.85.63:35455/douyu/2436390
译制国语,http://43.138.170.29:35455/douyu/2436390
恐怖故事,http://43.138.170.29:35455/douyu/2337939
科幻动作,http://43.138.170.29:35455/douyu/4332
怡寳影院,http://43.138.170.29:35455/douyu/434971
粤语电影,http://43.138.170.29:35455/douyu/6566671
粤语电影,https://www.goodiptv.club/douyu/1226741
苹果影院,http://43.138.170.29:35455/douyu/2793084
午夜故事,http://43.138.170.29:35455/douyu/8722254
蚂蚱影院,http://43.138.170.29:35455/douyu/6079455
贝爷求生,http://43.138.170.29:35455/douyu/454867
恐怖丧尸鬼片,http://43.138.170.29:35455/douyu/263824
荒野建造者,http://43.138.170.29:35455/douyu/9611578
邦德影院,http://43.138.170.29:35455/douyu/9292499
特辑影院,http://43.138.170.29:35455/douyu/3637778
惊悚影院,http://43.138.170.29:35455/douyu/96577
吃米滴虫,http://43.138.170.29:35455/douyu/315457
漫威影片,http://43.138.170.29:35455/douyu/6140589
刘德华电影1,http://43.138.170.29:35455/douyu/2516864
豆瓣高分,http://43.138.170.29:35455/douyu/8770422
豆瓣高分,http://159.75.85.63:35455/douyu/8770422
林正英电影2,http://43.138.170.29:35455/douyu/7356023
宇哥电影,http://43.138.170.29:35455/douyu/413573
贝爷影厅2,http://43.138.170.29:35455/douyu/36337
霍格影片,http://43.138.170.29:35455/douyu/8814650
冰冰经典电影,http://43.138.170.29:35455/douyu/74374
避风港影院,http://43.138.170.29:35455/douyu/9826611
恐怖经典,http://43.138.170.29:35455/douyu/1165374
华语电影,http://43.138.170.29:35455/douyu/3928
第一滴血全集,http://43.138.170.29:35455/yy/1354932355
速度激情全集,http://43.138.170.29:35455/yy/1382749892
速度与激情集,http://43.138.170.29:35455/yy/1382736911
漫威系列轮播,http://43.138.170.29:35455/yy/1354932402
哈利波特全集,http://43.138.170.29:35455/yy/1382745105
美剧解说轮播,http://43.138.170.29:35455/douyu/9643264
经典美剧解说,http://43.138.170.29:35455/douyu/9123570
神乐影院,http://43.138.170.29:35455/douyu/122402
邵氏影院,http://43.138.170.29:35455/douyu/4246519
仙剑奇侠传剧,http://43.138.170.29:35455/yy/1382749903
花千骨电视剧,http://43.138.170.29:35455/yy/1354943110
少年歌行剧集,http://43.138.170.29:35455/yy/1450556636
鹊刀门传奇剧,http://43.138.170.29:35455/yy/1355344777
我的体育老师,http://43.138.170.29:35455/yy/1382745169
欢乐颂电视剧,http://43.138.170.29:35455/douyu/3756989
好先生电视剧,http://43.138.170.29:35455/douyu/9650792
我的前半生剧,http://43.138.170.29:35455/yy/1382735564
伪装者电视剧,http://43.138.170.29:35455/yy/1354936244
新雪豹电视剧,http://43.138.170.29:35455/yy/28099939
二炮手电视剧,http://43.138.170.29:35455/yy/1354930964
风筝电视轮播,http://43.138.170.29:35455/yy/1354931585
三部僵约轮播,http://43.138.170.29:35455/douyu/9470198
科幻Fans轮播,http://43.138.170.29:35455/douyu/3508304
科幻解说轮播,http://43.138.170.29:35455/douyu/9338839
娱乐扒叔轮播,http://43.138.170.29:35455/douyu/9624581
粤语剧集轮播,http://43.138.170.29:35455/douyu/10338873
粤语经典综艺,http://43.138.170.29:35455/douyu/7919720
粤语版电影一,http://43.138.170.29:35455/douyu/5033502
粤语版电影三,http://43.138.170.29:35455/douyu/1226741
米滴虫,http://159.75.85.63:35455/douyu/315457
一起看恐怖片,http://43.138.170.29:35455/douyu/9412287
片荒的日子,http://43.138.170.29:35455/douyu/4258555
大胡子魏,http://43.138.170.29:35455/douyu/8792763
童年回忆,http://43.138.170.29:35455/douyu/8915074
下饭神剧,http://43.138.170.29:35455/douyu/276200
悬疑犯罪,http://43.138.170.29:35455/douyu/9171887
不一样的电影,http://43.138.170.29:35455/douyu/2632223
开心锤锤,http://43.138.170.29:35455/douyu/9018297
凛冬之地,http://43.138.170.29:35455/douyu/8945323
看美剧,http://43.138.170.29:35455/douyu/8869614
动漫直播,http://43.138.170.29:35455/douyu/1487654
冰冰经典,http://159.75.85.63:35455/douyu/74374
星爷影院,http://159.75.85.63:35455/douyu/508118
凌儿影院,http://159.75.85.63:35455/douyu/1377142
麓山迷踪,http://159.75.85.63:35455/douyu/4505431
瑶瑶恐怖,http://159.75.85.63:35455/douyu/2935323
怡寶影原,http://159.75.85.63:35455/douyu/434971
小黛兮影,http://159.75.85.63:35455/douyu/11553944
萌小鬼片,http://159.75.85.63:35455/douyu/3928
神乐影剧,http://159.75.85.63:35455/douyu/122402
可乐影院,http://159.75.85.63:35455/douyu/20415
小宇60帧,http://159.75.85.63:35455/douyu/323876
恐怖惊悚,http://159.75.85.63:35455/douyu/96577
電影劇場,http://159.75.85.63:35455/douyu/7575350
漫威剧情,http://159.75.85.63:35455/douyu/6140589
霍格沃茨,http://159.75.85.63:35455/douyu/8814650
鱼宝恐怖,http://159.75.85.63:35455/douyu/1165374
吃奶滴虫,http://159.75.85.63:35455/douyu/263824
变种人片,http://159.75.85.63:35455/douyu/9651304
女神电影,http://159.75.85.63:35455/douyu/747764
避风影院,http://159.75.85.63:35455/douyu/9826611
贝爷max,http://159.75.85.63:35455/douyu/4332
贝爷影厅,http://159.75.85.63:35455/douyu/252802
刘德华,http://43.138.170.29:35455/yy/1382745111
周星驰,http://43.138.170.29:35455/yy/1354658049
周星驰,http://43.138.170.29:35455/yy/1382736808
周润发,http://43.138.170.29:35455/yy/1354888733
周润发,http://43.138.170.29:35455/yy/1354889044
林正英,http://43.138.170.29:35455/yy/1353685311
林正英,http://43.138.170.29:35455/yy/34229877
林正英,http://43.138.170.29:35455/yy/1453996620
林正英,http://43.138.170.29:35455/yy/1354932444
李连杰,http://43.138.170.29:35455/yy/74613175
洪金宝,http://43.138.170.29:35455/yy/1354924839
香港电影,http://43.138.170.29:35455/yy/1382736910
电影2,http://43.138.170.29:35455/yy/1354889048
经典鬼片,http://43.138.170.29:35455/yy/1463783198
经典鬼片,http://43.138.170.29:35455/yy/29460894
香港鬼片2,http://43.138.170.29:35455/yy/1382737886
香港鬼片3,http://43.138.170.29:35455/yy/24066336
港片电影,http://43.138.170.29:35455/yy/1459801818
超英集结,http://43.138.170.29:35455/yy/1382745091
港片赌片,http://43.138.170.29:35455/yy/1355076627
惊恐盗暮鬼怪,http://43.138.170.29:35455/yy/1382749525
张国荣,http://43.138.170.29:35455/yy/1354930961
哥斯拉,http://43.138.170.29:35455/yy/1382736833
大话西游,http://43.138.170.29:35455/yy/1382851590
经典鬼片2,http://43.138.170.29:35455/yy/1355641195
武侠港片,http://43.138.170.29:35455/yy/1451866697
倚天屠龙记,http://43.138.170.29:35455/yy/1449856066
铁齿铜牙纪晓岚,http://43.138.170.29:35455/yy/1354143978
 芈月传,http://43.138.170.29:35455/yy/1457622044
神雕侠侣,http://43.138.170.29:35455/yy/1382704651
神雕侠侣,http://43.138.170.29:35455/yy/1351762426
封神榜,http://43.138.170.29:35455/yy/1353426319
天龙八部,http://43.138.170.29:35455/yy/1459331991
天龙八部,http://43.138.170.29:35455/yy/68260522
燕双鹰3,http://43.138.170.29:35455/yy/1354825244
西游记张卫健版,http://43.138.170.29:35455/yy/1354936155 
火蓝刀锋,http://43.138.170.29:35455/yy/1382737892
武工队传奇,http://43.138.170.29:35455/yy/1354790484
武林外传,http://43.138.170.29:35455/yy/1351496216
武林外传,http://43.138.170.29:35455/yy/1355652820
二龙湖浩哥,http://43.138.170.29:35455/yy/28205255
血色浪漫,http://43.138.170.29:35455/yy/1354926676
五号特工组,http://43.138.170.29:35455/yy/1507704566
金婚,http://43.138.170.29:35455/yy/1382736832
怪医文三块,http://43.138.170.29:35455/yy/1354936154
上海滩,http://43.138.170.29:35455/yy/1382745184
伪装者2,http://43.138.170.29:35455/yy/1382851593
盗墓笔记,http://43.138.170.29:35455/yy/1356373644
回家的惑,http://43.138.170.29:35455/yy/1354658048
古惑仔,http://43.138.170.29:35455/yy/1458015189
狂飙,http://43.138.170.29:35455/yy/1355142167
狂飙,http://43.138.170.29:35455/yy/1382754187
雪中悍刀行,http://43.138.170.29:35455/yy/1382660835
战狼3,http://43.138.170.29:35455/yy/1456668939
我是特种兵,http://43.138.170.29:35455/yy/1354784284
我是特种兵,http://43.138.170.29:35455/yy/1382773714
我是特种兵,http://43.138.170.29:35455/yy/37999586
张国立,http://43.138.170.29:35455/yy/1382781415
知否知否应是绿肥红瘦,http://43.138.170.29:35455/yy/21881901
流金岁月,http://43.138.170.29:35455/yy/1382736891
男亲女爱,http://43.138.170.29:35455/yy/1382736715
粉郎,http://43.138.170.29:35455/yy/1354888671
放羊的星星,http://43.138.170.29:35455/yy/1355260662
来自星星的你,http://43.138.170.29:35455/yy/1354930976
富贵,http://43.138.170.29:35455/yy/1354926537
生逢灿烂的日子,http://43.138.170.29:35455/yy/1382745085
永远一家人,http://43.138.170.29:35455/yy/1382736873
情满四合院5,http://43.138.170.29:35455/yy/1382851601
济公游记,http://43.138.170.29:35455/yy/1355265814
老酒馆,http://43.138.170.29:35455/yy/1356254650
武林外传2,http://43.138.170.29:35455/yy/21092633
新三国,http://43.138.170.29:35455/yy/1382705738
新三国,http://43.138.170.29:35455/yy/23512910
鹿鼎记陈小春版,http://43.138.170.29:35455/yy/1382704650
新水浒传,http://43.138.170.29:35455/yy/1353215589
地下交通站,http://43.138.170.29:35455/yy/37880083
地下交通站,http://43.138.170.29:35455/yy/1353428972
地下交通站,http://43.138.170.29:35455/yy/1382736795
士兵突击,http://43.138.170.29:35455/yy/1382828766
情满四合院,http://43.138.170.29:35455/yy/1382736888
情满四合院,http://43.138.170.29:35455/yy/1382851524
情满四合院,http://43.138.170.29:35455/yy/1382736848
情满四合院,http://43.138.170.29:35455/yy/1382735541
神医喜来乐,http://43.138.170.29:35455/yy/1382714119 
寻秦记,http://43.138.170.29:35455/yy/1382749900 
正阳门下,http://43.138.170.29:35455/yy/1354931580 
魔幻手机,http://43.138.170.29:35455/yy/1356213622
勇敢的心,http://43.138.170.29:35455/yy/1356051105
特种兵火凤凰,http://43.138.170.29:35455/yy/1463088777
特种兵火凤凰,http://43.138.170.29:35455/yy/1352575322
小兵张嘎,http://43.138.170.29:35455/yy/1354930225
宰相刘罗锅,http://43.138.170.29:35455/yy/1382745191
宰相刘罗锅,http://43.138.170.29:35455/yy/1353892468
小沈阳春晚小品,http://43.138.170.29:35455/yy/1382749941
赵本山《蓝光版》,http://43.138.170.29:35455/yy/32160832
春晚小品,http://43.138.170.29:35455/yy/1382851479
春晚小品,http://43.138.170.29:35455/yy/1382851476
春晚小品,http://43.138.170.29:35455/yy/1382851615
春晚小品,http://43.138.170.29:35455/yy/1354936217
吐槽大会,http://43.138.170.29:35455/yy/1354932379
AWE,http://43.138.170.29:35455/yy/1355285129
女AWE,http://43.138.170.29:35455/yy/1355277405
金星脱口秀,http://43.138.170.29:35455/yy/1382749951
国宝藏第二季,http://43.138.170.29:35455/yy/1382736853
本山快乐营,http://43.138.170.29:35455/yy/1354933529
动画妖神记,http://43.138.170.29:35455/yy/1382745173
动画妖神记,http://43.138.170.29:35455/yy/1382745171
动画妖神记,http://43.138.170.29:35455/yy/1382735551
熊出没,http://43.138.170.29:35455/yy/1354930977


虎牙直播频道,#genre#
许氏三杰,http://cfss.cc/cdn/hy/11602033.flv
许冠英,http://cfss.cc/cdn/hy/11601972.flv
许冠英,https://live.metshop.top/huya/11601972
许冠英,https://www.goodiptv.club/huya/11601972
五福星,http://cfss.cc/cdn/hy/11282233.flv
五福星,https://live.metshop.top/huya/11282233
五福星,https://www.goodiptv.club/huya/11282233
周星驰,http://cfss.cc/cdn/hy/11342412.flv
成龙,http://cfss.cc/cdn/hy/11342386.flv
周润发,http://cfss.cc/cdn/hy/11342387.flv
李连杰,http://cfss.cc/cdn/hy/11342390.flv
邱淑贞,http://cfss.cc/cdn/hy/11352949.flv
邱淑贞,https://live.metshop.top/huya/11352949
邱淑贞,https://www.goodiptv.club/huya/11352949
刘德华,http://cfss.cc/cdn/hy/11342424.flv
林正英,http://cfss.cc/cdn/hy/11342421.flv
徐峥,http://cfss.cc/cdn/hy/11602043.flv
沈腾,http://cfss.cc/cdn/hy/11601968.flv
古天乐,http://cfss.cc/cdn/hy/11602041.flv
古天乐,https://www.goodiptv.club/huya/11602041
洪金宝,http://cfss.cc/cdn/hy/11279251.flv
徐克,http://cfss.cc/cdn/hy/11352909.flv
徐克,https://live.metshop.top/huya/11352909
徐克,https://www.goodiptv.club/huya/11352909
黄渤,http://cfss.cc/cdn/hy/11352876.flv
斗罗大陆,http://cfss.cc/cdn/hy/11352906.flv
小马的直播间,http://cfss.cc/cdn/hy/23749096.flv
孙悟空,http://cfss.cc/cdn/hy/23735126.flv
张卫健版西游记,http://cfss.cc/cdn/hy/23728660.flv
楚汉骄雄,http://cfss.cc/cdn/hy/23740156.flv
鹿鼎记小春版,http://cfss.cc/cdn/hy/23865080.flv
天龙八部97版,http://cfss.cc/cdn/hy/23903123.flv
刑事侦缉档案,http://cfss.cc/cdn/hy/23734169.flv
寻秦记,http://cfss.cc/cdn/hy/23864973.flv
法证先锋,http://cfss.cc/cdn/hy/23863804.flv
陀枪师姐,http://cfss.cc/cdn/hy/23860039.flv
笑傲江湖,http://cfss.cc/cdn/hy/23865142.flv
洗冤录,http://cfss.cc/cdn/hy/23903130.flv
倚天屠龙记,http://cfss.cc/cdn/hy/23734246.flv
神雕侠侣,http://cfss.cc/cdn/hy/23865171.flv
鉴证实录,http://cfss.cc/cdn/hy/23903183.flv
创世纪,http://cfss.cc/cdn/hy/23749083.flv
使徒行者,http://cfss.cc/cdn/hy/23734256.flv
金枝欲孽,http://cfss.cc/cdn/hy/23865036.flv
大唐双龙传,http://cfss.cc/cdn/hy/23728674.flv
妙手仁心,http://cfss.cc/cdn/hy/23829543.flv
扫黄先锋,http://cfss.cc/cdn/hy/23903196.flv
笑看风云,http://cfss.cc/cdn/hy/23865058.flv
大时代,http://cfss.cc/cdn/hy/23865161.flv
梁朝伟版鹿鼎记,http://cfss.cc/cdn/hy/23734183.flv
电影_星爷,https://live.metshop.top/huya/11342412
电影_星爷,https://www.goodiptv.club/huya/11342412
电影_英叔,https://live.metshop.top/huya/11342421
电影_英叔,https://www.goodiptv.club/huya/11342421
电影_发哥,https://live.metshop.top/huya/11342387
电影_发哥,https://www.goodiptv.club/huya/11342387
电影_成龙,https://live.metshop.top/huya/11342386
电影_成龙,https://www.goodiptv.club/huya/11342386
电影_王晶,https://live.metshop.top/huya/11602058
电影_王晶,http://cfss.cc/cdn/hy/11602058.flv
电影_王晶,https://www.goodiptv.club/huya/11602058
电影_沈腾,https://live.metshop.top/huya/11601968
电影_沈腾,https://www.goodiptv.club/huya/11601968
电影_黄渤,https://live.metshop.top/huya/11352876
电影_黄渤,https://www.goodiptv.club/huya/11352876
电影_强森,https://live.metshop.top/huya/21059581
电影_强森,http://cfss.cc/cdn/hy/21059581.flv
电影_强森,https://www.goodiptv.club/huya/21059581
电影_漫威,https://live.metshop.top/huya/11602034
电影_漫威,http://cfss.cc/cdn/hy/11602034.flv
电影_漫威,https://www.goodiptv.club/huya/11602034
电影_宇宙,https://live.metshop.top/huya/11342428
电影_宇宙,http://cfss.cc/cdn/hy/11342428.flv
电影_宇宙,https://www.goodiptv.club/huya/11342428
电影_怪兽,https://live.metshop.top/huya/21059577
电影_怪兽,http://cfss.cc/cdn/hy/21059577.flv
电影_怪兽,https://www.goodiptv.club/huya/21059577
电影_武侠,https://live.metshop.top/huya/11342427
电影_武侠,http://cfss.cc/cdn/hy/11342427.flv
电影_武侠,https://www.goodiptv.club/huya/11342427
电影_警匪,https://live.metshop.top/huya/11352886
电影_警匪,http://cfss.cc/cdn/hy/11352886.flv
电影_警匪,https://www.goodiptv.club/huya/11352886
电影_罪犯,https://live.metshop.top/huya/11352962
电影_罪犯,http://cfss.cc/cdn/hy/11352962.flv
电影_罪犯,https://www.goodiptv.club/huya/11352962
电影_枪战,https://live.metshop.top/huya/21059579
电影_枪战,http://cfss.cc/cdn/hy/21059579.flv
电影_枪战,https://www.goodiptv.club/huya/21059579
电影_海盗,https://live.metshop.top/huya/21059595
电影_海盗,http://cfss.cc/cdn/hy/21059595.flv
电影_海盗,https://www.goodiptv.club/huya/21059595
电影_赛车,https://live.metshop.top/huya/11279247
电影_推荐,https://live.metshop.top/huya/11602041
电影_救援,https://live.metshop.top/huya/21059594
电影_救援,http://cfss.cc/cdn/hy/21059594.flv
电影_救援,https://www.goodiptv.club/huya/21059594
电影_热血,https://live.metshop.top/huya/11352934
电影_热血,http://cfss.cc/cdn/hy/11352934.flv
电影_热血,https://www.goodiptv.club/huya/11352934
电影_盗墓,https://live.metshop.top/huya/21059552
电影_盗墓,http://cfss.cc/cdn/hy/21059552.flv
电影_盗墓,https://www.goodiptv.club/huya/21059552
电影_贺岁,https://live.metshop.top/huya/11601971
电影_贺岁,http://cfss.cc/cdn/hy/11601971.flv
电影_贺岁,https://www.goodiptv.club/huya/11601971
电影_玄幻,https://live.metshop.top/huya/11342414
电影_玄幻,http://cfss.cc/cdn/hy/11342414.flv
电影_玄幻,https://www.goodiptv.club/huya/11342414
电影_谍战,https://live.metshop.top/huya/21059585
电影_谍战,http://cfss.cc/cdn/hy/21059585.flv
电影_谍战,https://www.goodiptv.club/huya/21059585
电影_战争,https://live.metshop.top/huya/21059592
电影_战争,http://cfss.cc/cdn/hy/21059592.flv
电影_战争,https://www.goodiptv.club/huya/21059592
电影_喜剧,https://live.metshop.top/huya/11352877
电影_喜剧,http://cfss.cc/cdn/hy/11352877.flv
电影_喜剧,https://www.goodiptv.club/huya/11352877
电影_港片,https://live.metshop.top/huya/11602043
电影_港片,https://www.goodiptv.club/huya/11602043
电影_国产,https://live.metshop.top/huya/11352973
电影_国产,http://cfss.cc/cdn/hy/11352973.flv
电影_国产,https://www.goodiptv.club/huya/11352973
电影_周星星,https://live.metshop.top/huya/11336587
电影_周星星,http://cfss.cc/cdn/hy/11336587.flv
电影_周星星,https://www.goodiptv.club/huya/11336587
电影_李连杰,https://live.metshop.top/huya/11342390
电影_李连杰,https://www.goodiptv.club/huya/11342390
电影_洪金宝,https://live.metshop.top/huya/11279251
电影_洪金宝,https://www.goodiptv.club/huya/11279251
电影_梁家辉,https://live.metshop.top/huya/11342429
电影_梁家辉,http://cfss.cc/cdn/hy/11342429.flv
电影_梁家辉,https://www.goodiptv.club/huya/11342429
电影_刘德华,https://live.metshop.top/huya/11342424
电影_刘德华,https://www.goodiptv.club/huya/11342424
电影_斯坦森,https://live.metshop.top/huya/21059588
电影_斯坦森,http://cfss.cc/cdn/hy/21059588.flv
电影_斯坦森,https://www.goodiptv.club/huya/21059588
电影_小鬼头,https://live.metshop.top/huya/11352963
电影_八点档,https://live.metshop.top/huya/880261
电影_八点档,http://cfss.cc/cdn/hy/880261.flv
电影_八点档,https://www.goodiptv.club/huya/880261
电影_蜘蛛侠,https://live.metshop.top/huya/21059599
电影_蜘蛛侠,http://cfss.cc/cdn/hy/21059599.flv
电影_蜘蛛侠,https://www.goodiptv.club/huya/21059599
电影_贺岁片,https://live.metshop.top/huya/11601986
电影_贺岁片,http://cfss.cc/cdn/hy/11601986.flv
电影_贺岁片,https://www.goodiptv.club/huya/11601986
电影_功夫片,https://live.metshop.top/huya/11352941
电影_功夫片,http://cfss.cc/cdn/hy/11352941.flv
电影_功夫片,https://www.goodiptv.club/huya/11352941
电影_黑帮片,https://live.metshop.top/huya/11336719
电影_黑帮片,http://cfss.cc/cdn/hy/11336719.flv
电影_黑帮片,https://www.goodiptv.club/huya/11336719
电影_丧尸片,https://live.metshop.top/huya/21059578
电影_丧尸片,http://cfss.cc/cdn/hy//21059578.flv
电影_丧尸片,https://www.goodiptv.club/huya//21059578
电影_灾难片,https://live.metshop.top/huya/11602075
电影_灾难片,http://cfss.cc/cdn/hy/11602075.flv
电影_灾难片,https://www.goodiptv.club/huya/11602075
电影_谍战片,https://live.metshop.top/huya/21059587
电影_谍战片,http://cfss.cc/cdn/hy/21059587.flv
电影_谍战片,https://www.goodiptv.club/huya/21059587
电影_战争片,https://live.metshop.top/huya/21059574
电影_战争片,http://cfss.cc/cdn/hy/21059574.flv
电影_战争片,https://www.goodiptv.club/huya/21059574
电影_犯罪片,https://live.metshop.top/huya/11352974
电影_犯罪片,http://cfss.cc/cdn/hy/11352974.flv
电影_犯罪片,https://www.goodiptv.club/huya/11352974
电影_古装片,https://live.metshop.top/huya/11336590
电影_古装片,http://cfss.cc/cdn/hy/11336590.flv
电影_古装片,https://www.goodiptv.club/huya/11336590
电影_高分动作,https://live.metshop.top/huya/11352884
电影_高分动作,http://cfss.cc/cdn/hy/11352884.flv
电影_高分动作,https://www.goodiptv.club/huya/11352884
电影_动作电影,https://live.metshop.top/huya/11602077
电影_动作电影,http://cfss.cc/cdn/hy/11602077.flv
电影_动作电影,https://www.goodiptv.club/huya/11602077
电影_搞笑喜剧,https://live.metshop.top/huya/11342423
电影_搞笑喜剧,http://cfss.cc/cdn/hy/11342423.flv
电影_搞笑喜剧,https://www.goodiptv.club/huya/11342423
电影_喜剧专场,https://live.metshop.top/huya/11602044
电影_喜剧专场,http://cfss.cc/cdn/hy/11602044.flv
电影_喜剧专场,https://www.goodiptv.club/huya/11602044
电影_欢笑影院,https://live.metshop.top/huya/11352894
电影_欢笑影院,http://cfss.cc/cdn/hy/11352894.flv
电影_欢笑影院,https://www.goodiptv.club/huya/11352894
电影_不挤影院,https://live.metshop.top/huya/11352897
电影_不挤影院,http://cfss.cc/cdn/hy/11352897.flv
电影_不挤影院,https://www.goodiptv.club/huya/11352897
电影_国产悬疑,https://live.metshop.top/huya/11342395
电影_国产悬疑,http://cfss.cc/cdn/hy/11342395.flv
电影_国产悬疑,https://www.goodiptv.club/huya/11342395
电影_快意江湖,https://live.metshop.top/huya/11342435
电影_快意江湖,http://cfss.cc/cdn/hy/11342435.flv
电影_快意江湖,https://www.goodiptv.club/huya/11342435
电影_黑帮斗争,https://live.metshop.top/huya/11342419
电影_黑帮斗争,http://cfss.cc/cdn/hy/11342419.flv
